year,serialno,state,puma,wgtp,np,hincp,fincp,adjinc,hht,hht2,noc,npf,fparc,person_count,adult_count,college_age_count,student_enrolled_count,likely_college_student_count,employed_count,reference_person_count,reference_person_student_flag,has_any_likely_college_student,has_any_student,has_any_college_age_person,has_any_employed_person,student_share_of_persons,student_share_of_adults,college_age_share_of_persons,student_heavy_flag_rule_a,student_heavy_flag_rule_b,analysis_weight,hincp_adj_real,student_heavy_flag,hh_comp_key,below_alice_flag,annual_alice_threshold
2019,2019HU0085519,17,2100,101,1,7700.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,101.0,7778.1165,0,1_adult_0_child,1,33838.68
2019,2019HU1391014,17,2100,201,6,21000.0,21000.0,1010145,3.0,6.0,5.0,6.0,2.0,6,1,0,4,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,201.0,21213.045,0,1_adult_2plus_child,1,53816.98
2019,2019HU1400685,17,2100,160,4,23000.0,19200.0,1010145,3.0,6.0,1.0,3.0,3.0,4,2,2,1,0,2,1,0,0,1,1,1,0.0,0.0,0.5,0,0,160.0,23233.335,0,2_adult_1_child,1,54273.58
2019,2019HU1146864,17,2100,410,2,0.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,410.0,0.0,1,2_adult_0_child,1,45201.89
2019,2019HU0008612,17,2100,570,1,17300.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,570.0,17475.5085,0,1_adult_0_child,1,33838.68
2019,2019HU0008889,17,2100,41,2,0.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,41.0,0.0,1,2_adult_0_child,1,45201.89
2019,2019HU0027545,17,2100,56,1,12000.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,56.0,12121.74,1,1_adult_0_child,1,33838.68
2019,2019HU0032491,17,2100,112,3,32300.0,32300.0,1010145,3.0,6.0,2.0,3.0,3.0,3,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,112.0,32627.6835,0,1_adult_2plus_child,1,53816.98
2019,2019HU0033488,17,2100,44,3,15600.0,,1010145,5.0,12.0,0.0,,,3,2,2,0,0,2,1,0,0,0,1,1,0.0,0.0,0.6666666666666666,0,0,44.0,15758.262,0,2_adult_0_child,1,45201.89
2019,2019HU0041226,17,2100,141,2,35000.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,141.0,35355.075,1,2_adult_0_child,1,45201.89
2019,2019HU0049920,17,2100,10,3,45000.0,45000.0,1010145,2.0,3.0,1.0,2.0,1.0,3,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,10.0,45456.525,0,2_adult_1_child,1,54273.58
2019,2019HU0050747,17,2100,42,3,24200.0,,1010145,5.0,12.0,0.0,,,3,3,3,3,3,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,42.0,24445.509,1,3plus_adult_0_child,1,55415.09
2019,2019HU0054305,17,2100,130,1,18700.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,130.0,18889.7115,0,1_adult_0_child,1,33838.68
2019,2019HU0063955,17,2100,76,2,29200.0,,1010145,5.0,4.0,0.0,,,2,1,1,1,0,2,1,0,0,1,1,1,0.0,0.0,0.5,0,0,76.0,29496.234,0,1_adult_0_child,1,33838.68
2019,2019HU0067357,17,2100,149,2,29400.0,29400.0,1010145,3.0,7.0,0.0,2.0,4.0,2,2,1,1,0,1,1,0,0,1,1,1,0.0,0.0,0.5,0,0,149.0,29698.263,0,2_adult_0_child,1,45201.89
2019,2019HU0067702,17,2100,255,1,17400.0,,1010145,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,255.0,17576.523,0,1_adult_0_child,1,33838.68
2019,2019HU0083998,17,2100,13,1,12000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.0,12121.74,0,1_adult_0_child,1,33838.68
2019,2019HU0102686,17,2100,103,2,23000.0,23000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,103.0,23233.335,0,2_adult_0_child,1,45201.89
2019,2019HU0111810,17,2100,124,1,26900.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,124.0,27172.9005,0,1_adult_0_child,1,33838.68
2019,2019HU0113473,17,2100,64,1,21400.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,64.0,21617.103,0,1_adult_0_child,1,33838.68
2019,2019HU0115501,17,2100,160,2,12800.0,12800.0,1010145,3.0,7.0,0.0,2.0,4.0,2,2,1,1,1,1,1,0,1,1,1,1,0.5,0.5,0.5,1,0,160.0,12929.856,0,2_adult_0_child,1,45201.89
2019,2019HU0125262,17,2100,68,1,26500.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,68.0,26768.8425,0,1_adult_0_child,1,33838.68
2019,2019HU0134654,17,2100,382,2,1300.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,382.0,1313.1885,1,2_adult_0_child,1,45201.89
2019,2019HU0142678,17,2100,37,2,21000.0,21000.0,1010145,2.0,11.0,0.0,2.0,4.0,2,2,1,1,0,1,1,0,0,1,1,1,0.0,0.0,0.5,0,0,37.0,21213.045,0,2_adult_0_child,1,45201.89
2019,2019HU0147683,17,2100,89,2,19000.0,19000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,89.0,19192.755,0,2_adult_0_child,1,45201.89
2019,2019HU0149279,17,2100,87,3,10700.0,10700.0,1010145,3.0,3.0,1.0,2.0,1.0,3,2,1,0,0,1,1,0,0,0,1,1,0.0,0.0,0.3333333333333333,0,0,87.0,10808.5515,0,2_adult_1_child,1,54273.58
2019,2019HU0153437,17,2100,96,2,0.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,96.0,0.0,1,2_adult_0_child,1,45201.89
2019,2019HU0157308,17,2100,58,5,22960.0,22000.0,1010145,2.0,3.0,3.0,4.0,3.0,5,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,58.0,23192.9292,0,2_adult_2plus_child,1,62274.53
2019,2019HU0159831,17,2100,24,1,24300.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,24.0,24546.5235,0,1_adult_0_child,1,33838.68
2019,2019HU0166876,17,2100,117,3,53000.0,53000.0,1010145,1.0,1.0,1.0,3.0,2.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,117.0,53537.685,0,2_adult_1_child,1,54273.58
2019,2019HU0174746,17,2100,129,3,6320.0,6320.0,1010145,1.0,2.0,0.0,3.0,4.0,3,3,1,1,1,2,1,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,129.0,6384.1164,0,3plus_adult_0_child,1,55415.09
2019,2019HU0181176,17,2100,197,1,2000.0,,1010145,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,197.0,2020.29,0,1_adult_0_child,1,33838.68
2019,2019HU0181701,17,2100,113,1,25400.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,113.0,25657.683,0,1_adult_0_child,1,33838.68
2019,2019HU0182070,17,2100,13,1,0.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.0,0.0,0,1_adult_0_child,1,33838.68
2019,2019HU0182458,17,2100,36,3,29530.0,29530.0,1010145,3.0,6.0,2.0,3.0,1.0,3,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1.0,0.3333333333333333,1,0,36.0,29829.58185,0,1_adult_2plus_child,1,53816.98
2019,2019HU0193030,17,2100,38,3,35000.0,35000.0,1010145,2.0,10.0,1.0,3.0,1.0,3,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,38.0,35355.075,0,2_adult_1_child,1,54273.58
2019,2019HU0193205,17,2100,75,1,0.0,,1010145,6.0,5.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,75.0,0.0,1,1_adult_0_child,1,33838.68
2019,2019HU0196451,17,2100,111,1,30000.0,,1010145,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,111.0,30304.35,0,1_adult_0_child,1,33838.68
2019,2019HU0204298,17,2100,48,2,41200.0,,1010145,5.0,12.0,0.0,,,2,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,48.0,41617.974,0,2_adult_0_child,1,45201.89
2019,2019HU0207030,17,2100,19,4,39600.0,39600.0,1010145,2.0,10.0,3.0,4.0,2.0,4,1,0,3,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,19.0,40001.742,0,1_adult_2plus_child,1,53816.98
2019,2019HU0246982,17,2100,129,4,39230.0,,1010145,7.0,8.0,0.0,,,4,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,1,0,129.0,39627.98835,0,3plus_adult_0_child,1,55415.09
2019,2019HU0257598,17,2100,315,4,52000.0,52000.0,1010145,2.0,10.0,2.0,4.0,2.0,4,2,1,3,0,2,1,0,0,1,1,1,0.0,0.0,0.25,0,0,315.0,52527.54,0,2_adult_2plus_child,1,62274.53
2019,2019HU0261678,17,2100,110,1,16700.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,110.0,16869.4215,0,1_adult_0_child,1,33838.68
2019,2019HU0269402,17,2100,89,2,24750.0,,1010145,7.0,8.0,0.0,,,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,89.0,25001.08875,0,2_adult_0_child,1,45201.89
2019,2019HU0271244,17,2100,134,4,6200.0,,1010145,7.0,8.0,0.0,,,4,4,4,4,4,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,134.0,6262.899,1,3plus_adult_0_child,1,55415.09
2019,2019HU0271832,17,2100,229,1,14000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,229.0,14142.03,0,1_adult_0_child,1,33838.68
2019,2019HU0273973,17,2100,72,1,22000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,72.0,22223.19,0,1_adult_0_child,1,33838.68
2019,2019HU0274688,17,2100,94,2,30200.0,30200.0,1010145,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,94.0,30506.379,0,2_adult_0_child,1,45201.89
2019,2019HU0274843,17,2100,108,2,18000.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,108.0,18182.61,0,2_adult_0_child,1,45201.89
2019,2019HU0282396,17,2100,181,4,60510.0,60510.0,1010145,1.0,1.0,2.0,4.0,1.0,4,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,181.0,61123.87395,0,2_adult_2plus_child,1,62274.53
2019,2019HU0300444,17,2100,260,4,15000.0,15000.0,1010145,2.0,3.0,2.0,3.0,3.0,4,2,1,1,0,1,1,0,0,1,1,1,0.0,0.0,0.25,0,0,260.0,15152.175,0,2_adult_2plus_child,1,62274.53
2019,2019HU0308711,17,2100,231,5,46000.0,24000.0,1010145,3.0,3.0,3.0,4.0,2.0,5,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,231.0,46466.67,0,2_adult_2plus_child,1,62274.53
2019,2019HU0313506,17,2100,733,4,53000.0,53000.0,1010145,1.0,1.0,2.0,4.0,3.0,4,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,733.0,53537.685,0,2_adult_2plus_child,1,62274.53
2019,2019HU0316252,17,2100,184,4,52000.0,52000.0,1010145,3.0,6.0,3.0,4.0,2.0,4,1,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,184.0,52527.54,0,1_adult_2plus_child,1,53816.98
2019,2019HU0316506,17,2100,128,2,18300.0,18300.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,128.0,18485.6535,0,2_adult_0_child,1,45201.89
2019,2019HU0319866,17,2100,217,1,0.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,217.0,0.0,0,1_adult_0_child,1,33838.68
2019,2019HU0324659,17,2100,93,5,39000.0,39000.0,1010145,1.0,1.0,3.0,5.0,2.0,5,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,93.0,39395.655,0,2_adult_2plus_child,1,62274.53
2019,2019HU0326882,17,2100,106,1,22000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,106.0,22223.19,0,1_adult_0_child,1,33838.68
2019,2019HU0332192,17,2100,65,1,9100.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,65.0,9192.3195,0,1_adult_0_child,1,33838.68
2019,2019HU0335591,17,2100,41,4,50.0,,1010145,7.0,8.0,0.0,,,4,4,4,4,4,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,41.0,50.50725,0,3plus_adult_0_child,1,55415.09
2019,2019HU0343768,17,2100,106,3,19700.0,,1010145,7.0,8.0,0.0,,,3,3,3,3,3,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,106.0,19899.8565,0,3plus_adult_0_child,1,55415.09
2019,2019HU0343877,17,2100,51,2,38300.0,,1010145,5.0,4.0,0.0,,,2,2,0,1,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,51.0,38688.5535,0,2_adult_0_child,1,45201.89
2019,2019HU0345686,17,2100,547,4,24000.0,24000.0,1010145,3.0,6.0,3.0,4.0,3.0,4,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,547.0,24243.48,0,1_adult_2plus_child,1,53816.98
2019,2019HU0348178,17,2100,16,3,24000.0,15000.0,1010145,3.0,6.0,1.0,2.0,1.0,3,2,1,0,0,2,1,0,0,0,1,1,0.0,0.0,0.3333333333333333,0,0,16.0,24243.48,0,2_adult_1_child,1,54273.58
2019,2019HU0349905,17,2100,58,1,32000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,58.0,32324.64,0,1_adult_0_child,1,33838.68
2019,2019HU0356383,17,2100,15,5,15000.0,10000.0,1010145,3.0,3.0,3.0,4.0,3.0,5,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,15.0,15152.175,0,2_adult_2plus_child,1,62274.53
2019,2019HU0364420,17,2100,25,4,60000.0,60000.0,1010145,1.0,1.0,2.0,4.0,3.0,4,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,25.0,60608.7,0,2_adult_2plus_child,1,62274.53
2019,2019HU0365734,17,2100,209,2,14200.0,14200.0,1010145,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,209.0,14344.059,0,2_adult_0_child,1,45201.89
2019,2019HU0371356,17,2100,952,1,17400.0,,1010145,6.0,5.0,0.0,,,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0,0,952.0,17576.523,0,1_adult_0_child,1,33838.68
2019,2019HU0377176,17,2100,89,1,12000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,89.0,12121.74,0,1_adult_0_child,1,33838.68
2019,2019HU0382469,17,2100,160,1,30000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,160.0,30304.35,0,1_adult_0_child,1,33838.68
2019,2019HU0382640,17,2100,33,2,40100.0,,1010145,7.0,4.0,0.0,,,2,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,33.0,40506.8145,0,2_adult_0_child,1,45201.89
2019,2019HU0383518,17,2100,12,1,23000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,12.0,23233.335,0,1_adult_0_child,1,33838.68
2019,2019HU0385333,17,2100,187,4,51500.0,,1010145,7.0,8.0,0.0,,,4,4,4,2,2,3,1,1,1,1,1,1,0.5,0.5,1.0,1,0,187.0,52022.4675,0,3plus_adult_0_child,1,55415.09
2019,2019HU0402330,17,2100,18,1,23400.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,18.0,23637.393,0,1_adult_0_child,1,33838.68
2019,2019HU0404891,17,2100,82,5,48400.0,33400.0,1010145,2.0,3.0,3.0,4.0,2.0,5,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,82.0,48891.018,0,2_adult_2plus_child,1,62274.53
2019,2019HU0409512,17,2100,54,1,15600.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,54.0,15758.262,0,1_adult_0_child,1,33838.68
2019,2019HU0417411,17,2100,79,1,25000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,79.0,25253.625,0,1_adult_0_child,1,33838.68
2019,2019HU0426004,17,2100,110,2,33900.0,33900.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,110.0,34243.9155,0,2_adult_0_child,1,45201.89
2019,2019HU0426325,17,2100,153,1,33000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,153.0,33334.785,0,1_adult_0_child,1,33838.68
2019,2019HU0434013,17,2100,88,3,25000.0,25000.0,1010145,1.0,1.0,1.0,3.0,1.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,88.0,25253.625,0,2_adult_1_child,1,54273.58
2019,2019HU0435276,17,2100,70,1,7050.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,70.0,7121.52225,1,1_adult_0_child,1,33838.68
2019,2019HU0439800,17,2100,61,1,7500.0,,1010145,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,61.0,7576.0875,0,1_adult_0_child,1,33838.68
2019,2019HU0445897,17,2100,109,2,16000.0,16000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,109.0,16162.32,0,2_adult_0_child,1,45201.89
2019,2019HU0460568,17,2100,33,1,27820.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,33.0,28102.2339,0,1_adult_0_child,1,33838.68
2019,2019HU0464330,17,2100,107,2,6800.0,,1010145,5.0,12.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,107.0,6868.986,0,2_adult_0_child,1,45201.89
2019,2019HU0468358,17,2100,82,3,12400.0,,1010145,5.0,12.0,0.0,,,3,3,3,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,1,0,82.0,12525.798,0,3plus_adult_0_child,1,55415.09
2019,2019HU0468954,17,2100,27,3,51000.0,51000.0,1010145,1.0,1.0,1.0,3.0,2.0,3,2,0,1,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,27.0,51517.395,0,2_adult_1_child,1,54273.58
2019,2019HU0468996,17,2100,116,1,8100.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,116.0,8182.1745,0,1_adult_0_child,1,33838.68
2019,2019HU0469097,17,2100,136,1,24000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,136.0,24243.48,0,1_adult_0_child,1,33838.68
2019,2019HU0471315,17,2100,177,1,20200.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,177.0,20404.929,0,1_adult_0_child,1,33838.68
2019,2019HU0477077,17,2100,201,1,26000.0,,1010145,6.0,5.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,201.0,26263.77,0,1_adult_0_child,1,33838.68
