year,serialno,state,puma,wgtp,np,hincp,fincp,adjinc,hht,hht2,noc,npf,fparc,person_count,adult_count,college_age_count,student_enrolled_count,likely_college_student_count,employed_count,reference_person_count,reference_person_student_flag,has_any_likely_college_student,has_any_student,has_any_college_age_person,has_any_employed_person,student_share_of_persons,student_share_of_adults,college_age_share_of_persons,student_heavy_flag_rule_a,student_heavy_flag_rule_b,analysis_weight,hincp_adj_real,student_heavy_flag,hh_comp_key,below_alice_flag,annual_alice_threshold
2019,2019HU0898321,17,2100,121,1,24000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,121.0,24243.48,0,1_adult_0_child,1,33838.68
2019,2019HU0924006,17,2100,249,2,40000.0,,1010145,7.0,8.0,0.0,,,2,2,1,1,0,2,1,0,0,1,1,1,0.0,0.0,0.5,0,0,249.0,40405.8,0,2_adult_0_child,1,45201.89
2019,2019HU0929665,17,2100,68,2,31000.0,31000.0,1010145,3.0,6.0,1.0,2.0,1.0,2,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,68.0,31314.495,0,1_adult_1_child,1,39683.02
2019,2019HU0930192,17,2100,32,2,11400.0,,1010145,5.0,12.0,0.0,,,2,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,32.0,11515.653,0,2_adult_0_child,1,45201.89
2019,2019HU0938806,17,2100,85,1,12000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,85.0,12121.74,0,1_adult_0_child,1,33838.68
2019,2019HU0943933,17,2100,116,1,11800.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,116.0,11919.711,0,1_adult_0_child,1,33838.68
2019,2019HU0947921,17,2100,12,1,25700.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,12.0,25960.7265,0,1_adult_0_child,1,33838.68
2019,2019HU0950295,17,2100,96,1,27800.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,96.0,28082.031,0,1_adult_0_child,1,33838.68
2019,2019HU0970263,17,2100,99,3,2400.0,2400.0,1010145,1.0,2.0,0.0,3.0,4.0,3,3,1,1,1,2,1,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,99.0,2424.348,0,3plus_adult_0_child,1,55415.09
2019,2019HU0977414,17,2100,416,3,15000.0,15000.0,1010145,1.0,1.0,1.0,3.0,2.0,3,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,416.0,15152.175,0,2_adult_1_child,1,54273.58
2019,2019HU0977525,17,2100,61,2,39400.0,,1010145,5.0,4.0,0.0,,,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,61.0,39799.713,0,2_adult_0_child,1,45201.89
2019,2019HU0985066,17,2100,214,3,2000.0,,1010145,5.0,12.0,0.0,,,3,3,3,2,2,1,1,0,1,1,1,1,0.6666666666666666,0.6666666666666666,1.0,1,0,214.0,2020.29,0,3plus_adult_0_child,1,55415.09
2019,2019HU0986534,17,2100,13,3,34100.0,34100.0,1010145,1.0,1.0,1.0,3.0,1.0,3,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.0,34445.9445,0,2_adult_1_child,1,54273.58
2019,2019HU0989288,17,2100,127,2,33000.0,33000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,127.0,33334.785,0,2_adult_0_child,1,45201.89
2019,2019HU0997499,17,2100,122,2,36000.0,36000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,122.0,36365.22,0,2_adult_0_child,1,45201.89
2019,2019HU1003050,17,2100,74,6,35600.0,35600.0,1010145,1.0,1.0,1.0,6.0,2.0,6,5,2,1,0,2,1,0,0,1,1,1,0.0,0.0,0.3333333333333333,0,0,74.0,35961.162,0,3plus_adult_1plus_child,1,63384.91
2019,2019HU1003988,17,2100,636,2,35000.0,35000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,636.0,35355.075,0,2_adult_0_child,1,45201.89
2019,2019HU1011125,17,2100,88,2,15000.0,15000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,88.0,15152.175,0,2_adult_0_child,1,45201.89
2019,2019HU1018818,17,2100,95,1,13000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,95.0,13131.885,0,1_adult_0_child,1,33838.68
2019,2019HU1019400,17,2100,122,9,14100.0,,1010145,5.0,12.0,0.0,,,9,9,9,9,9,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,122.0,14243.0445,0,3plus_adult_0_child,1,55415.09
2019,2019HU1026967,17,2100,74,2,43500.0,43500.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,74.0,43941.3075,0,2_adult_0_child,1,45201.89
2019,2019HU1030269,17,2100,27,1,22000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,27.0,22223.19,0,1_adult_0_child,1,33838.68
2019,2019HU1031299,17,2100,333,2,33300.0,,1010145,5.0,12.0,0.0,,,2,2,1,2,1,2,1,1,1,1,1,1,0.5,0.5,0.5,1,0,333.0,33637.8285,0,2_adult_0_child,1,45201.89
2019,2019HU1032119,17,2100,113,1,14000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,113.0,14142.03,0,1_adult_0_child,1,33838.68
2019,2019HU1035861,17,2100,58,4,37600.0,,1010145,7.0,8.0,0.0,,,4,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,1,0,58.0,37981.452,0,3plus_adult_0_child,1,55415.09
2019,2019HU1037186,17,2100,184,2,21000.0,21000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,184.0,21213.045,0,2_adult_0_child,1,45201.89
2019,2019HU1037224,17,2100,18,2,30500.0,30500.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,18.0,30809.4225,0,2_adult_0_child,1,45201.89
2019,2019HU1040656,17,2100,149,1,26000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,149.0,26263.77,0,1_adult_0_child,1,33838.68
2019,2019HU1040963,17,2100,55,2,37100.0,37100.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,55.0,37476.3795,0,2_adult_0_child,1,45201.89
2019,2019HU1042837,17,2100,191,2,18900.0,18900.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,191.0,19091.7405,0,2_adult_0_child,1,45201.89
2019,2019HU1054734,17,2100,116,1,20000.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,116.0,20202.9,1,1_adult_0_child,1,33838.68
2019,2019HU1061422,17,2100,172,2,33500.0,,1010145,7.0,4.0,0.0,,,2,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,172.0,33839.8575,0,2_adult_0_child,1,45201.89
2019,2019HU1065398,17,2100,114,2,41500.0,41500.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,114.0,41921.0175,0,2_adult_0_child,1,45201.89
2019,2019HU1067015,17,2100,319,1,28000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,319.0,28284.06,0,1_adult_0_child,1,33838.68
2019,2019HU1068098,17,2100,87,1,12000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,87.0,12121.74,0,1_adult_0_child,1,33838.68
2019,2019HU1074294,17,2100,114,1,22400.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,114.0,22627.248,0,1_adult_0_child,1,33838.68
2019,2019HU1074332,17,2100,322,4,40000.0,40000.0,1010145,1.0,1.0,2.0,4.0,2.0,4,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,322.0,40405.8,0,2_adult_2plus_child,1,62274.53
2019,2019HU1086231,17,2100,65,2,16000.0,,1010145,7.0,4.0,0.0,,,2,2,2,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,65.0,16162.32,0,2_adult_0_child,1,45201.89
2019,2019HU1087766,17,2100,79,3,52400.0,52400.0,1010145,1.0,2.0,0.0,3.0,4.0,3,3,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,79.0,52931.598,0,3plus_adult_0_child,1,55415.09
2019,2019HU1089476,17,2100,13,1,32000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.0,32324.64,0,1_adult_0_child,1,33838.68
2019,2019HU1091328,17,2100,91,4,17700.0,17700.0,1010145,3.0,6.0,3.0,4.0,2.0,4,1,0,3,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,91.0,17879.5665,0,1_adult_2plus_child,1,53816.98
2019,2019HU1094662,17,2100,300,1,10000.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,300.0,10101.45,0,1_adult_0_child,1,33838.68
2019,2019HU1103009,17,2100,20,4,42900.0,42900.0,1010145,3.0,6.0,3.0,4.0,1.0,4,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,20.0,43335.2205,0,1_adult_2plus_child,1,53816.98
2019,2019HU1103905,17,2100,21,2,22200.0,22200.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,21.0,22425.219,0,2_adult_0_child,1,45201.89
2019,2019HU1106322,17,2100,13,3,54100.0,54100.0,1010145,1.0,2.0,0.0,3.0,4.0,3,3,1,1,0,2,1,0,0,1,1,1,0.0,0.0,0.3333333333333333,0,0,13.0,54648.8445,0,3plus_adult_0_child,1,55415.09
2019,2019HU1116194,17,2100,432,3,2600.0,2600.0,1010145,2.0,11.0,0.0,3.0,4.0,3,3,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.3333333333333333,0,0,432.0,2626.377,0,3plus_adult_0_child,1,55415.09
2019,2019HU1126538,17,2100,19,1,32000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,19.0,32324.64,0,1_adult_0_child,1,33838.68
2019,2019HU1128506,17,2100,51,1,0.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,51.0,0.0,0,1_adult_0_child,1,33838.68
2019,2019HU1130743,17,2100,91,3,42000.0,42000.0,1010145,3.0,6.0,2.0,3.0,3.0,3,1,0,2,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,91.0,42426.09,0,1_adult_2plus_child,1,53816.98
2019,2019HU1134024,17,2100,271,1,9000.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,271.0,9091.305,0,1_adult_0_child,1,33838.68
2019,2019HU1140245,17,2100,132,1,30000.0,,1010145,4.0,9.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,132.0,30304.35,0,1_adult_0_child,1,33838.68
2019,2019HU1146526,17,2100,78,1,23000.0,,1010145,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,78.0,23233.335,0,1_adult_0_child,1,33838.68
2019,2019HU1147509,17,2100,171,1,24000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,171.0,24243.48,0,1_adult_0_child,1,33838.68
2019,2019HU1151625,17,2100,412,1,17200.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,412.0,17374.494,0,1_adult_0_child,1,33838.68
2019,2019HU1154482,17,2100,19,2,38000.0,38000.0,1010145,3.0,7.0,0.0,2.0,4.0,2,2,1,1,1,2,1,0,1,1,1,1,0.5,0.5,0.5,1,0,19.0,38385.51,0,2_adult_0_child,1,45201.89
2019,2019HU1171255,17,2100,122,3,26000.0,26000.0,1010145,1.0,1.0,1.0,3.0,1.0,3,2,0,1,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,122.0,26263.77,0,2_adult_1_child,1,54273.58
2019,2019HU1174394,17,2100,212,2,14000.0,,1010145,7.0,4.0,0.0,,,2,2,2,1,1,2,1,1,1,1,1,1,0.5,0.5,1.0,1,0,212.0,14142.03,0,2_adult_0_child,1,45201.89
2019,2019HU1197870,17,2100,504,5,52360.0,19960.0,1010145,3.0,3.0,2.0,4.0,2.0,5,3,1,2,0,3,1,0,0,1,1,1,0.0,0.0,0.2,0,0,504.0,52891.1922,0,3plus_adult_1plus_child,1,63384.91
2019,2019HU1198246,17,2100,136,5,34200.0,34200.0,1010145,1.0,1.0,3.0,5.0,3.0,5,2,0,3,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,136.0,34546.959,0,2_adult_2plus_child,1,62274.53
2019,2019HU1217741,17,2100,132,1,23100.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,132.0,23334.3495,0,1_adult_0_child,1,33838.68
2019,2019HU1221349,17,2100,99,2,16000.0,16000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,99.0,16162.32,0,2_adult_0_child,1,45201.89
2019,2019HU1244803,17,2100,67,2,0.0,,1010145,7.0,8.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,67.0,0.0,1,2_adult_0_child,1,45201.89
2019,2019HU1244939,17,2100,11,1,14400.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,11.0,14546.088,0,1_adult_0_child,1,33838.68
2019,2019HU1245462,17,2100,50,1,29000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,50.0,29294.205,0,1_adult_0_child,1,33838.68
2019,2019HU1246520,17,2100,103,1,24000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,103.0,24243.48,0,1_adult_0_child,1,33838.68
2019,2019HU1247182,17,2100,167,1,9300.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,167.0,9394.3485,0,1_adult_0_child,1,33838.68
2019,2019HU1247502,17,2100,98,2,40000.0,40000.0,1010145,2.0,11.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,98.0,40405.8,0,2_adult_0_child,1,45201.89
2019,2019HU1249653,17,2100,13,3,27700.0,27700.0,1010145,1.0,1.0,1.0,3.0,1.0,3,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.0,27981.0165,0,2_adult_1_child,1,54273.58
2019,2019HU1252923,17,2100,94,1,12300.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,94.0,12424.7835,0,1_adult_0_child,1,33838.68
2019,2019HU1310091,17,2100,8,1,1700.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,8.0,1717.2465,0,1_adult_0_child,1,33838.68
2019,2019HU1261252,17,2100,77,7,40000.0,40000.0,1010145,1.0,1.0,5.0,7.0,3.0,7,2,0,4,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,77.0,40405.8,0,2_adult_2plus_child,1,62274.53
2019,2019HU1270205,17,2100,77,2,38000.0,38000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,77.0,38385.51,0,2_adult_0_child,1,45201.89
2019,2019HU1270347,17,2100,195,1,0.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,195.0,0.0,0,1_adult_0_child,1,33838.68
2019,2019HU1276791,17,2100,110,1,18200.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,110.0,18384.639,0,1_adult_0_child,1,33838.68
2019,2019HU1277862,17,2100,70,1,16000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,70.0,16162.32,0,1_adult_0_child,1,33838.68
2019,2019HU1282707,17,2100,54,1,29000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,54.0,29294.205,0,1_adult_0_child,1,33838.68
2019,2019HU1282861,17,2100,167,2,29200.0,,1010145,7.0,8.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,167.0,29496.234,0,2_adult_0_child,1,45201.89
2019,2019HU1283462,17,2100,10,3,27200.0,27200.0,1010145,3.0,6.0,1.0,3.0,2.0,3,2,1,1,0,1,1,0,0,1,1,1,0.0,0.0,0.3333333333333333,0,0,10.0,27475.944,0,2_adult_1_child,1,54273.58
2019,2019HU1291122,17,2100,90,2,5300.0,,1010145,7.0,8.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,90.0,5353.7685,0,2_adult_0_child,1,45201.89
2019,2019HU1301608,17,2100,124,2,43300.0,43300.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,124.0,43739.2785,0,2_adult_0_child,1,45201.89
2019,2019HU1306140,17,2100,46,1,200.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,46.0,202.029,1,1_adult_0_child,1,33838.68
2019,2019HU1313610,17,2100,109,1,8100.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,109.0,8182.1745,0,1_adult_0_child,1,33838.68
2019,2019HU1314650,17,2100,137,1,23000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,137.0,23233.335,0,1_adult_0_child,1,33838.68
2019,2019HU1322777,17,2100,139,1,30000.0,,1010145,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,139.0,30304.35,0,1_adult_0_child,1,33838.68
2019,2019HU1323510,17,2100,70,1,22000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,70.0,22223.19,0,1_adult_0_child,1,33838.68
2019,2019HU1328204,17,2100,413,1,5000.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,413.0,5050.725,0,1_adult_0_child,1,33838.68
2019,2019HU1340726,17,2100,12,1,22100.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,12.0,22324.2045,0,1_adult_0_child,1,33838.68
2019,2019HU1340759,17,2100,99,2,0.0,0.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,99.0,0.0,0,2_adult_0_child,1,45201.89
2019,2019HU1347248,17,2100,271,1,18500.0,,1010145,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,271.0,18687.6825,0,1_adult_0_child,1,33838.68
2019,2019HU1347954,17,2100,103,1,3000.0,,1010145,4.0,9.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,103.0,3030.435,0,1_adult_0_child,1,33838.68
2019,2019HU1350075,17,2100,166,3,8400.0,8400.0,1010145,3.0,7.0,0.0,3.0,4.0,3,3,1,1,1,0,1,0,1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,166.0,8485.218,0,3plus_adult_0_child,1,55415.09
2019,2019HU1356547,17,2100,299,2,13600.0,,1010145,5.0,4.0,0.0,,,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,299.0,13737.972,0,2_adult_0_child,1,45201.89
2019,2019HU1359429,17,2100,22,2,42000.0,42000.0,1010145,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,22.0,42426.09,0,2_adult_0_child,1,45201.89
2019,2019HU1362634,17,2100,238,1,20300.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,238.0,20505.9435,0,1_adult_0_child,1,33838.68
2019,2019HU1372157,17,2100,16,1,11700.0,,1010145,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,16.0,11818.6965,0,1_adult_0_child,1,33838.68
2019,2019HU1375534,17,2100,29,1,0.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,29.0,0.0,0,1_adult_0_child,1,33838.68
2019,2019HU1376092,17,2100,124,1,33000.0,,1010145,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,124.0,33334.785,0,1_adult_0_child,1,33838.68
